id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
4212,K2-70 b,760,8.7 Earths,13.074,2016
4213,K2-71 b,500,5.27 Earths,16.14,2016
4214,K2-72 b,217,1.28 Earths,15.37,2016
4215,K2-72 c,217,1.65 Earths,15.37,2016
4216,K2-72 d,217,1.01 Earths,15.37,2016
4217,K2-72 e,217,2.21 Earths,15.37,2016
4218,K2-73 b,878,6.57 Earths,11.345,2016
4219,K2-74 b,1232,5.95 Earths,12.715,2016
4220,K2-75 b,1833,7.61 Earths,12.803,2016
4221,K2-75 c,1833,8.1 Earths,12.803,2016
4222,K2-77 b,462,1.9 Jupiters,12.224,2016
4223,K2-79 b,835,9.2 Earths,12.152,2016
4224,K2-7 b,2409,7.61 Earths,13.453,2015
4225,K2-80 b,655,4.7 Earths,12.694,2016
4226,K2-80 c,655,2.76 Earths,12.694,2016
4227,K2-80 d,655,7.04 Earths,12.694,2018
4228,K2-81 b,823,4.54 Earths,14.314,2016
4229,K2-83 b,409,2.08 Earths,14.522,2016
4230,K2-83 c,409,2.8 Earths,14.522,2016
4231,K2-84 b,929,6.39 Earths,13.386,2016
4232,K2-84 c,929,4.78 Earths,13.386,2016
4233,K2-85 b,317,1.87 Earths,12.416,2016
4234,K2-86 b,844,4.5 Earths,13.041,2016
4235,K2-87 b,1602,0.141 Jupiters,14.136,2016
4236,K2-88 b,361,2.04 Earths,15.523,2016
4237,K2-89 b,281,0.17 Earths,14.162,2016
4238,K2-8 b,1316,12.5 Earths,14.801,2015
4239,K2-8 c,1316,6.39 Earths,14.801,2016
4240,K2-90 b,438,7.27 Earths,13.707,2016
4241,K2-90 c,438,2.24 Earths,13.707,2016
4242,K2-91 b,204,1.37 Earths,15.622,2016
4243,K2-95 b,587,11 Earths,17.236,2016
4244,K2-97 b,2865,0.48 Jupiters,12.486,2016
4245,K2-98 b,1692,32.2 Earths,12.216,2016
4246,K2-99 b,1694,0.97 Jupiters,11.149,2016
4247,K2-9 b,271,5.69 Earths,15.86,2015
4248,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4249,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4250,K2-80 b,655,4.7 Earths,12.694,2016
4251,K2-80 c,655,2.76 Earths,12.694,2016
4252,K2-80 d,655,7.04 Earths,12.694,2018
4253,K2-81 b,823,4.54 Earths,14.314,2016
4254,K2-83 b,409,2.08 Earths,14.522,2016
4255,K2-83 c,409,2.8 Earths,14.522,2016
4256,K2-84 b,929,6.39 Earths,13.386,2016
4257,K2-84 c,929,4.78 Earths,13.386,2016
4258,K2-85 b,317,1.87 Earths,12.416,2016
4259,K2-86 b,844,4.5 Earths,13.041,2016
4260,K2-87 b,1602,0.141 Jupiters,14.136,2016
4261,K2-88 b,361,2.04 Earths,15.523,2016
4262,K2-89 b,281,0.17 Earths,14.162,2016
4263,K2-8 b,1316,12.5 Earths,14.801,2015
4264,K2-8 c,1316,6.39 Earths,14.801,2016
4265,K2-90 b,438,7.27 Earths,13.707,2016
4266,K2-90 c,438,2.24 Earths,13.707,2016
4267,K2-91 b,204,1.37 Earths,15.622,2016
4268,K2-95 b,587,11 Earths,17.236,2016
4269,K2-97 b,2865,0.48 Jupiters,12.486,2016
4270,K2-98 b,1692,32.2 Earths,12.216,2016
4271,K2-99 b,1694,0.97 Jupiters,11.149,2016
4272,K2-9 b,271,5.69 Earths,15.86,2015
4273,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4274,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4275,K2-80 b,655,4.7 Earths,12.694,2016
4276,K2-80 c,655,2.76 Earths,12.694,2016
4277,K2-80 d,655,7.04 Earths,12.694,2018
4278,K2-81 b,823,4.54 Earths,14.314,2016
4279,K2-83 b,409,2.08 Earths,14.522,2016
4280,K2-83 c,409,2.8 Earths,14.522,2016
4281,K2-84 b,929,6.39 Earths,13.386,2016
4282,K2-84 c,929,4.78 Earths,13.386,2016
4283,K2-85 b,317,1.87 Earths,12.416,2016
4284,K2-86 b,844,4.5 Earths,13.041,2016
4285,K2-87 b,1602,0.141 Jupiters,14.136,2016
4286,K2-88 b,361,2.04 Earths,15.523,2016
4287,K2-89 b,281,0.17 Earths,14.162,2016
4288,K2-8 b,1316,12.5 Earths,14.801,2015
4289,K2-8 c,1316,6.39 Earths,14.801,2016
4290,K2-90 b,438,7.27 Earths,13.707,2016
4291,K2-90 c,438,2.24 Earths,13.707,2016
4292,K2-91 b,204,1.37 Earths,15.622,2016
4293,K2-95 b,587,11 Earths,17.236,2016
4294,K2-97 b,2865,0.48 Jupiters,12.486,2016
4295,K2-98 b,1692,32.2 Earths,12.216,2016
4296,K2-99 b,1694,0.97 Jupiters,11.149,2016
4297,K2-9 b,271,5.69 Earths,15.86,2015
4298,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4299,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4300,K2-80 b,655,4.7 Earths,12.694,2016
4301,K2-80 c,655,2.76 Earths,12.694,2016
4302,K2-80 d,655,7.04 Earths,12.694,2018
4303,K2-81 b,823,4.54 Earths,14.314,2016
4304,K2-83 b,409,2.08 Earths,14.522,2016
4305,K2-83 c,409,2.8 Earths,14.522,2016
4306,K2-84 b,929,6.39 Earths,13.386,2016
4307,K2-84 c,929,4.78 Earths,13.386,2016
4308,K2-85 b,317,1.87 Earths,12.416,2016
4309,K2-86 b,844,4.5 Earths,13.041,2016
4310,K2-87 b,1602,0.141 Jupiters,14.136,2016
4311,K2-88 b,361,2.04 Earths,15.523,2016
4312,K2-89 b,281,0.17 Earths,14.162,2016
4313,K2-8 b,1316,12.5 Earths,14.801,2015
4314,K2-8 c,1316,6.39 Earths,14.801,2016
4315,K2-90 b,438,7.27 Earths,13.707,2016
4316,K2-90 c,438,2.24 Earths,13.707,2016
4317,K2-91 b,204,1.37 Earths,15.622,2016
4318,K2-95 b,587,11 Earths,17.236,2016
4319,K2-97 b,2865,0.48 Jupiters,12.486,2016
4320,K2-98 b,1692,32.2 Earths,12.216,2016
4321,K2-99 b,1694,0.97 Jupiters,11.149,2016
4322,K2-9 b,271,5.69 Earths,15.86,2015
4323,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4324,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4325,K2-80 b,655,4.7 Earths,12.694,2016
4326,K2-80 c,655,2.76 Earths,12.694,2016
4327,K2-80 d,655,7.04 Earths,12.694,2018
4328,K2-81 b,823,4.54 Earths,14.314,2016
4329,K2-83 b,409,2.08 Earths,14.522,2016
4330,K2-83 c,409,2.8 Earths,14.522,2016
4331,K2-84 b,929,6.39 Earths,13.386,2016
4332,K2-84 c,929,4.78 Earths,13.386,2016
4333,K2-85 b,317,1.87 Earths,12.416,2016
4334,K2-86 b,844,4.5 Earths,13.041,2016
4335,K2-87 b,1602,0.141 Jupiters,14.136,2016
4336,K2-88 b,361,2.04 Earths,15.523,2016
4337,K2-89 b,281,0.17 Earths,14.162,2016
4338,K2-8 b,1316,12.5 Earths,14.801,2015
4339,K2-8 c,1316,6.39 Earths,14.801,2016
4340,K2-90 b,438,7.27 Earths,13.707,2016
4341,K2-90 c,438,2.24 Earths,13.707,2016
4342,K2-91 b,204,1.37 Earths,15.622,2016
4343,K2-95 b,587,11 Earths,17.236,2016
4344,K2-97 b,2865,0.48 Jupiters,12.486,2016
4345,K2-98 b,1692,32.2 Earths,12.216,2016
4346,K2-99 b,1694,0.97 Jupiters,11.149,2016
4347,K2-9 b,271,5.69 Earths,15.86,2015
4348,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4349,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4350,K2-80 b,655,4.7 Earths,12.694,2016
4351,K2-80 c,655,2.76 Earths,12.694,2016
4352,K2-80 d,655,7.04 Earths,12.694,2018
4353,K2-81 b,823,4.54 Earths,14.314,2016
4354,K2-83 b,409,2.08 Earths,14.522,2016
4355,K2-83 c,409,2.8 Earths,14.522,2016
4356,K2-84 b,929,6.39 Earths,13.386,2016
4357,K2-84 c,929,4.78 Earths,13.386,2016
4358,K2-85 b,317,1.87 Earths,12.416,2016
4359,K2-86 b,844,4.5 Earths,13.041,2016
4360,K2-87 b,1602,0.141 Jupiters,14.136,2016
4361,K2-88 b,361,2.04 Earths,15.523,2016
4362,K2-89 b,281,0.17 Earths,14.162,2016
4363,K2-8 b,1316,12.5 Earths,14.801,2015
4364,K2-8 c,1316,6.39 Earths,14.801,2016
4365,K2-90 b,438,7.27 Earths,13.707,2016
4366,K2-90 c,438,2.24 Earths,13.707,2016
4367,K2-91 b,204,1.37 Earths,15.622,2016
4368,K2-95 b,587,11 Earths,17.236,2016
4369,K2-97 b,2865,0.48 Jupiters,12.486,2016
4370,K2-98 b,1692,32.2 Earths,12.216,2016
4371,K2-99 b,1694,0.97 Jupiters,11.149,2016
4372,K2-9 b,271,5.69 Earths,15.86,2015
4373,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
4374,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
4375,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4376,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4377,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4378,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4379,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4380,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4381,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4382,Kepler-1008 b,922,2.18 Earths,13.59,2016
4383,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4384,Kepler-100 b,994,7.34 Earths,11.055,2014
4385,Kepler-100 c,994,7.05 Earths,11.055,2014
4386,Kepler-100 d,994,3 Earths,11.055,2014
4387,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4388,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4389,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4390,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4391,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4392,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4393,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4394,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4395,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4396,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4397,Kepler-1019 b,633,2.73 Earths,13.882,2016
4398,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4399,Kepler-101 c,3027,3.78 Earths,13.7,2014
4400,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4401,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4402,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4403,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4404,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4405,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4406,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4407,Kepler-1008 b,922,2.18 Earths,13.59,2016
4408,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4409,Kepler-100 b,994,7.34 Earths,11.055,2014
4410,Kepler-100 c,994,7.05 Earths,11.055,2014
4411,Kepler-100 d,994,3 Earths,11.055,2014
4412,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4413,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4414,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4415,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4416,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4417,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4418,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4419,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4420,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4421,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4422,Kepler-1019 b,633,2.73 Earths,13.882,2016
4423,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4424,Kepler-101 c,3027,3.78 Earths,13.7,2014
4425,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4426,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4427,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4428,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4429,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4430,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4431,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4432,Kepler-1008 b,922,2.18 Earths,13.59,2016
4433,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4434,Kepler-100 b,994,7.34 Earths,11.055,2014
4435,Kepler-100 c,994,7.05 Earths,11.055,2014
4436,Kepler-100 d,994,3 Earths,11.055,2014
4437,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4438,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4439,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4440,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4441,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4442,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4443,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4444,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4445,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4446,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4447,Kepler-1019 b,633,2.73 Earths,13.882,2016
4448,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4449,Kepler-101 c,3027,3.78 Earths,13.7,2014
4450,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4451,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4452,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4453,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4454,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4455,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4456,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4457,Kepler-1008 b,922,2.18 Earths,13.59,2016
4458,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4459,Kepler-100 b,994,7.34 Earths,11.055,2014
4460,Kepler-100 c,994,7.05 Earths,11.055,2014
4461,Kepler-100 d,994,3 Earths,11.055,2014
4462,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4463,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4464,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4465,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4466,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4467,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4468,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4469,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4470,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4471,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4472,Kepler-1019 b,633,2.73 Earths,13.882,2016
4473,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4474,Kepler-101 c,3027,3.78 Earths,13.7,2014
4475,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4476,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4477,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4478,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4479,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4480,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4481,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4482,Kepler-1008 b,922,2.18 Earths,13.59,2016
4483,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4484,Kepler-100 b,994,7.34 Earths,11.055,2014
4485,Kepler-100 c,994,7.05 Earths,11.055,2014
4486,Kepler-100 d,994,3 Earths,11.055,2014
4487,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4488,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4489,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4490,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4491,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4492,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4493,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4494,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4495,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4496,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4497,Kepler-1019 b,633,2.73 Earths,13.882,2016
4498,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4499,Kepler-101 c,3027,3.78 Earths,13.7,2014
4500,Kepler-1001 c,3030,3.11 Earths,15.582,2020
4501,Kepler-1002 b,1332,3.57 Earths,11.821,2016
4502,Kepler-1003 b,3072,3.82 Earths,14.132,2016
4503,Kepler-1004 b,3760,32.5 Earths,13.705,2016
4504,Kepler-1005 b,1852,2.86 Earths,13.371,2016
4505,Kepler-1006 b,3529,2.99 Earths,14.467,2016
4506,Kepler-1007 b,1191,2.67 Earths,14.981,2016
4507,Kepler-1008 b,922,2.18 Earths,13.59,2016
4508,Kepler-1009 b,1158,5.35 Earths,15.758,2016
4509,Kepler-100 b,994,7.34 Earths,11.055,2014
4510,Kepler-100 c,994,7.05 Earths,11.055,2014
4511,Kepler-100 d,994,3 Earths,11.055,2014
4512,Kepler-1010 b,1890,5.99 Earths,14.964,2016
4513,Kepler-1011 b,2403,8.6 Earths,15.294,2016
4514,Kepler-1012 b,1341,2.21 Earths,13.486,2016
4515,Kepler-1013 b,1377,5.27 Earths,14.563,2016
4516,Kepler-1014 b,2038,6.3 Earths,14.866,2016
4517,Kepler-1015 b,2412,12.3 Earths,12.825,2016
4518,Kepler-1016 b,4576,5.39 Earths,15.531,2016
4519,Kepler-1016 c,4576,13.1 Earths,15.531,2016
4520,Kepler-1017 b,1801,4.62 Earths,14.315,2016
4521,Kepler-1018 b,3295,7.18 Earths,15.103,2016
4522,Kepler-1019 b,633,2.73 Earths,13.882,2016
4523,Kepler-101 b,3027,0.16 Jupiters,13.7,2014
4524,Kepler-101 c,3027,3.78 Earths,13.7,2014
4525,Kepler-1020 b,1355,5.82 Earths,14.211,2016
4526,Kepler-1021 b,2642,6.04 Earths,15.207,2016
4527,Kepler-1022 b,1370,6.17 Earths,15.758,2016
4528,Kepler-1023 b,2264,7.41 Earths,14.7121,2016
4529,Kepler-1024 b,3547,14.5 Earths,16.272,2016
4530,Kepler-1025 b,2622,4.58 Earths,13.695,2016
4531,Kepler-1026 b,1146,5.52 Earths,14.463,2016
4532,Kepler-1027 b,1321,0.64 Earths,12.994,2016
4533,Kepler-1028 b,1983,2.33 Earths,14.611,2016
4534,Kepler-1029 b,1196,2.13 Earths,14.434,2016
4535,Kepler-102 b,352,1.1 Earths,12.072,2014
4536,Kepler-102 c,352,1.7 Earths,12.072,2014
4537,Kepler-102 d,352,3 Earths,12.072,2014
4538,Kepler-102 e,352,4.7 Earths,12.072,2013
4539,Kepler-102 f,352,4.3 Earths,12.072,2014
4540,Kepler-1030 b,2475,6.71 Earths,16.003,2016
4541,Kepler-1031 b,2228,0.59 Earths,13.877,2016
4542,Kepler-1032 b,2195,4.16 Earths,16.007,2016
4543,Kepler-1033 b,4748,6.85 Earths,16.186,2016
4544,Kepler-1034 b,2135,5.73 Earths,15.269,2016
4545,Kepler-1035 b,1834,1.71 Earths,13.097,2016
4546,Kepler-1036 b,1597,9.32 Earths,13.87,2016
4547,Kepler-1037 b,1458,2.18 Earths,14.475,2016
4548,Kepler-1038 b,1905,12.2 Earths,15.03,2016
4549,Kepler-1038 c,1905,2.59 Earths,15.03,2021
4550,Kepler-1020 b,1355,5.82 Earths,14.211,2016
4551,Kepler-1021 b,2642,6.04 Earths,15.207,2016
4552,Kepler-1022 b,1370,6.17 Earths,15.758,2016
4553,Kepler-1023 b,2264,7.41 Earths,14.7121,2016
4554,Kepler-1024 b,3547,14.5 Earths,16.272,2016
4555,Kepler-1025 b,2622,4.58 Earths,13.695,2016
4556,Kepler-1026 b,1146,5.52 Earths,14.463,2016
4557,Kepler-1027 b,1321,0.64 Earths,12.994,2016
4558,Kepler-1028 b,1983,2.33 Earths,14.611,2016
4559,Kepler-1029 b,1196,2.13 Earths,14.434,2016
4560,Kepler-102 b,352,1.1 Earths,12.072,2014
4561,Kepler-102 c,352,1.7 Earths,12.072,2014
4562,Kepler-102 d,352,3 Earths,12.072,2014
4563,Kepler-102 e,352,4.7 Earths,12.072,2013
4564,Kepler-102 f,352,4.3 Earths,12.072,2014
4565,Kepler-1030 b,2475,6.71 Earths,16.003,2016
4566,Kepler-1031 b,2228,0.59 Earths,13.877,2016
4567,Kepler-1032 b,2195,4.16 Earths,16.007,2016
4568,Kepler-1033 b,4748,6.85 Earths,16.186,2016
4569,Kepler-1034 b,2135,5.73 Earths,15.269,2016
4570,Kepler-1035 b,1834,1.71 Earths,13.097,2016
4571,Kepler-1036 b,1597,9.32 Earths,13.87,2016
4572,Kepler-1037 b,1458,2.18 Earths,14.475,2016
4573,Kepler-1038 b,1905,12.2 Earths,15.03,2016
4574,Kepler-1038 c,1905,2.59 Earths,15.03,2021
4575,Kepler-1039 b,1001,2.73 Earths,14.438,2016
4576,Kepler-103 b,1614,9.8 Earths,11.883,2014
4577,Kepler-103 c,1614,38 Earths,11.883,2014
4578,Kepler-1040 b,1573,4.98 Earths,13.614,2016
4579,Kepler-1041 b,4847,8.96 Earths,14.576,2016
4580,Kepler-1042 b,2150,5.43 Earths,16.004,2016
4581,Kepler-1043 b,2947,7.04 Earths,14.949,2016
4582,Kepler-1044 b,4172,7.61 Earths,15.478,2016
4583,Kepler-1045 b,3074,7.7 Earths,15.879,2016
4584,Kepler-1046 b,2354,3.57 Earths,13.347,2016
4585,Kepler-1047 b,2667,5.02 Earths,13.46,2016
4586,Kepler-1047 c,2667,0.937 Earths,13.46,2016
4587,Kepler-1048 b,1814,3.22 Earths,15.138,2016
4588,Kepler-1049 b,528,0.809 Earths,14.695,2016
4589,Kepler-104 b,1307,19.6 Earths,12.697,2014
4590,Kepler-104 c,1307,9.96 Earths,12.697,2014
4591,Kepler-104 d,1307,12.5 Earths,12.697,2014
4592,Kepler-1050 b,1600,3.19 Earths,13.198,2016
4593,Kepler-1050 c,1600,2.79 Earths,13.198,2016
4594,Kepler-1051 b,2705,11.5 Earths,13.212,2016
4595,Kepler-1052 b,3078,8.91 Earths,14.932,2016
4596,Kepler-1052 c,3078,5.9 Earths,14.932,2023
4597,Kepler-1053 b,493,0.904 Earths,13.576,2016
4598,Kepler-1054 b,3557,7.41 Earths,14.143,2016
4599,Kepler-1055 b,1270,2.04 Earths,13.194,2016
4600,Kepler-1039 b,1001,2.73 Earths,14.438,2016
4601,Kepler-103 b,1614,9.8 Earths,11.883,2014
4602,Kepler-103 c,1614,38 Earths,11.883,2014
4603,Kepler-1040 b,1573,4.98 Earths,13.614,2016
4604,Kepler-1041 b,4847,8.96 Earths,14.576,2016
4605,Kepler-1042 b,2150,5.43 Earths,16.004,2016
4606,Kepler-1043 b,2947,7.04 Earths,14.949,2016
4607,Kepler-1044 b,4172,7.61 Earths,15.478,2016
4608,Kepler-1045 b,3074,7.7 Earths,15.879,2016
4609,Kepler-1046 b,2354,3.57 Earths,13.347,2016
4610,Kepler-1047 b,2667,5.02 Earths,13.46,2016
4611,Kepler-1047 c,2667,0.937 Earths,13.46,2016
4612,Kepler-1048 b,1814,3.22 Earths,15.138,2016
4613,Kepler-1049 b,528,0.809 Earths,14.695,2016
4614,Kepler-104 b,1307,19.6 Earths,12.697,2014
4615,Kepler-104 c,1307,9.96 Earths,12.697,2014
4616,Kepler-104 d,1307,12.5 Earths,12.697,2014
4617,Kepler-1050 b,1600,3.19 Earths,13.198,2016
4618,Kepler-1050 c,1600,2.79 Earths,13.198,2016
4619,Kepler-1051 b,2705,11.5 Earths,13.212,2016
4620,Kepler-1052 b,3078,8.91 Earths,14.932,2016
4621,Kepler-1052 c,3078,5.9 Earths,14.932,2023
4622,Kepler-1053 b,493,0.904 Earths,13.576,2016
4623,Kepler-1054 b,3557,7.41 Earths,14.143,2016
4624,Kepler-1055 b,1270,2.04 Earths,13.194,2016
4625,Kepler-1039 b,1001,2.73 Earths,14.438,2016
4626,Kepler-103 b,1614,9.8 Earths,11.883,2014
4627,Kepler-103 c,1614,38 Earths,11.883,2014
4628,Kepler-1040 b,1573,4.98 Earths,13.614,2016
4629,Kepler-1041 b,4847,8.96 Earths,14.576,2016
4630,Kepler-1042 b,2150,5.43 Earths,16.004,2016
4631,Kepler-1043 b,2947,7.04 Earths,14.949,2016
4632,Kepler-1044 b,4172,7.61 Earths,15.478,2016
4633,Kepler-1045 b,3074,7.7 Earths,15.879,2016
4634,Kepler-1046 b,2354,3.57 Earths,13.347,2016
4635,Kepler-1047 b,2667,5.02 Earths,13.46,2016
4636,Kepler-1047 c,2667,0.937 Earths,13.46,2016
4637,Kepler-1048 b,1814,3.22 Earths,15.138,2016
4638,Kepler-1049 b,528,0.809 Earths,14.695,2016
4639,Kepler-104 b,1307,19.6 Earths,12.697,2014
4640,Kepler-104 c,1307,9.96 Earths,12.697,2014
4641,Kepler-104 d,1307,12.5 Earths,12.697,2014
4642,Kepler-1050 b,1600,3.19 Earths,13.198,2016
4643,Kepler-1050 c,1600,2.79 Earths,13.198,2016
4644,Kepler-1051 b,2705,11.5 Earths,13.212,2016
4645,Kepler-1052 b,3078,8.91 Earths,14.932,2016
4646,Kepler-1052 c,3078,5.9 Earths,14.932,2023
4647,Kepler-1053 b,493,0.904 Earths,13.576,2016
4648,Kepler-1054 b,3557,7.41 Earths,14.143,2016
4649,Kepler-1055 b,1270,2.04 Earths,13.194,2016
4650,Kepler-1056 b,3205,9.32 Earths,14.772,2016
4651,Kepler-1057 b,3920,11.2 Earths,15.825,2016
4652,Kepler-1058 b,1605,7.85 Earths,15.869,2016
4653,Kepler-1059 b,2326,3.64 Earths,15.785,2016
4654,Kepler-105 b,1498,5.1 Earths,12.981,2013
4655,Kepler-105 c,1498,4.6 Earths,12.981,2014
4656,Kepler-1060 b,3088,6.26 Earths,14.827,2016
4657,Kepler-1061 b,1772,4.58 Earths,13.319,2016
4658,Kepler-1062 b,1296,3.75 Earths,15.095,2016
4659,Kepler-1063 b,1120,2.83 Earths,13.029,2016
4660,Kepler-1064 b,1220,3.02 Earths,13.958,2016
4661,Kepler-1065 b,3662,13.4 Earths,15.744,2016
4662,Kepler-1065 c,3662,3.19 Earths,15.744,2016
4663,Kepler-1066 b,1123,6.17 Earths,13.115,2016
4664,Kepler-1067 b,2178,0.437 Earths,14.395,2016
4665,Kepler-1067 c,2178,3.7 Earths,14.395,2021
4666,Kepler-1068 b,4807,12.8 Earths,16.096,2016
4667,Kepler-1069 b,2270,3.19 Earths,13.234,2016
4668,Kepler-106 b,1449,5.3 Earths,12.923,2014
4669,Kepler-106 c,1449,10.44 Earths,12.923,2014
4670,Kepler-106 d,1449,8.1 Earths,12.923,2014
4671,Kepler-106 e,1449,11.17 Earths,12.923,2014
4672,Kepler-1070 b,3063,3.64 Earths,14.133,2016
4673,Kepler-1071 b,3400,6.26 Earths,15.881,2016
4674,Kepler-1072 b,3206,3.12 Earths,13.972,2016
4675,Kepler-1056 b,3205,9.32 Earths,14.772,2016
4676,Kepler-1057 b,3920,11.2 Earths,15.825,2016
4677,Kepler-1058 b,1605,7.85 Earths,15.869,2016
4678,Kepler-1059 b,2326,3.64 Earths,15.785,2016
4679,Kepler-105 b,1498,5.1 Earths,12.981,2013
4680,Kepler-105 c,1498,4.6 Earths,12.981,2014
4681,Kepler-1060 b,3088,6.26 Earths,14.827,2016
